District,Year,Season,Unemployment_Rate,Average_Income,Education_Level,Population_Density,Police_Presence,Crime_Rate
District_6,2015,Summer,5.12,48098.0,9.0,3657.0,High,44.88
District_5,2018,Fall,4.23,73850.0,17.4,4365.0,Low,24.73
District_5,2021,Winter,11.85,50471.0,16.0,1435.0,Low,36.46
District_1,2020,Fall,8.41,61294.0,15.8,805.0,Low,33.56
District_17,2020,Fall,6.88,78742.0,8.9,2017.0,High,25.33
District_19,2019,Spring,13.28,34157.0,9.8,2825.0,Low,65.77
District_14,2016,Spring,10.12,30111.0,17.8,4111.0,Low,56.11
District_12,2018,Spring,9.22,40521.0,10.1,2290.0,Low,45.3
District_10,2014,Winter,11.92,29864.0,9.7,1715.0,High,37.84
District_20,2020,Fall,12.79,37050.0,11.6,2176.0,Low,60.8
District_18,2022,Spring,11.23,64579.0,17.1,3666.0,Low,51.6
District_11,2014,Spring,8.28,48651.0,12.8,2013.0,Low,38.16
District_2,2015,Spring,7.55,42502.0,17.2,4906.0,High,36.41
District_18,2016,Winter,12.26,42123.0,11.3,1287.0,Low,40.39
District_7,2016,Winter,9.21,31672.0,10.3,3889.0,Low,51.97
District_15,2021,Fall,11.45,46845.0,13.0,3151.0,Low,49.47
District_11,2020,Fall,13.68,57478.0,14.2,1549.0,Low,51.64
District_18,2019,Fall,13.99,28349.0,11.9,3891.0,High,53.11
District_12,2023,Spring,6.33,78369.0,11.5,2514.0,Low,29.24
District_6,2023,Summer,5.25,46597.0,10.2,3571.0,High,33.83
District_20,2024,Winter,6.14,76878.0,10.8,3480.0,High,18.77
District_13,2017,Spring,12.02,28080.0,14.7,998.0,High,44.33
District_20,2022,Spring,7.44,66033.0,11.7,4280.0,Low,41.48
District_16,2014,Fall,5.08,57058.0,8.8,3567.0,Low,41.41
District_18,2024,Fall,4.18,69204.0,9.4,4013.0,Low,34.36
District_10,2015,Spring,6.93,56041.0,11.7,2515.0,Low,43.34
District_8,2017,Winter,4.63,77770.0,17.2,1378.0,High,9.09
District_18,2016,Winter,4.88,57616.0,11.8,1968.0,Low,28.58
District_1,2014,Spring,11.21,67076.0,8.6,4557.0,High,45.25
District_8,2018,Summer,3.24,72655.0,12.2,4721.0,Low,35.85
District_6,2020,Summer,4.41,62875.0,14.7,2668.0,Low,30.3
District_5,2015,Winter,13.13,51454.0,13.9,1845.0,Low,47.56
District_15,2018,Fall,13.14,36369.0,10.8,3786.0,Low,60.66
District_15,2019,Summer,6.95,71270.0,14.9,3947.0,High,37.9
District_2,2024,Summer,4.06,48835.0,14.3,4170.0,High,26.74
District_1,2020,Fall,11.46,57242.0,9.7,640.0,Low,46.22
District_11,2014,Summer,7.32,24754.0,9.6,544.0,Low,44.32
District_10,2020,Spring,3.55,49841.0,13.5,2107.0,Low,24.66
District_18,2017,Summer,4.89,61889.0,14.6,1186.0,High,13.19
District_18,2021,Fall,4.65,55044.0,17.6,4122.0,Low,26.49
District_17,2017,Spring,10.07,46913.0,12.2,2898.0,High,44.25
District_8,2019,Summer,13.78,33406.0,15.6,4214.0,High,52.24
District_15,2022,Winter,12.52,38580.0,9.2,1296.0,High,40.58
District_8,2018,Spring,9.56,62037.0,16.9,3323.0,Low,41.74
District_17,2017,Spring,8.07,33451.0,14.3,3111.0,High,32.43
District_12,2021,Winter,10.42,57304.0,14.3,2032.0,Low,34.15
District_8,2022,Winter,8.33,55384.0,9.4,2827.0,High,28.15
District_14,2017,Summer,5.95,78225.0,8.4,3151.0,Low,47.54
District_4,2016,Summer,11.15,23647.0,15.0,4503.0,Low,56.68
District_1,2021,Fall,13.48,26487.0,9.2,750.0,High,47.48
District_1,2018,Fall,7.47,50365.0,9.3,4205.0,Low,51.4
District_19,2015,Spring,13.1,51627.0,9.9,4911.0,Low,67.58
District_16,2023,Winter,8.17,22396.0,9.0,3793.0,Low,51.53
District_14,2022,Winter,7.82,69551.0,14.3,3818.0,High,22.39
District_16,2016,Fall,3.34,49683.0,12.2,1481.0,Low,21.11
District_5,2015,Spring,11.34,40799.0,10.7,2854.0,Low,56.17
District_9,2014,Spring,12.69,39131.0,12.4,3677.0,Low,57.88
District_2,2021,Fall,10.96,71684.0,16.4,3210.0,Low,50.87
District_18,2024,Fall,4.82,31804.0,17.3,2233.0,Low,32.7
District_6,2016,Fall,4.24,29625.0,12.9,4731.0,Low,48.55
District_9,2020,Summer,9.87,32791.0,13.7,2813.0,Low,51.91
District_1,2014,Spring,7.82,57501.0,10.6,4864.0,High,45.01
District_9,2014,Spring,8.15,68656.0,13.1,3037.0,Low,40.83
District_16,2022,Spring,14.61,39859.0,15.5,4070.0,Low,63.37
District_13,2021,Fall,11.69,30408.0,12.9,3839.0,Low,49.67
District_9,2016,Fall,7.94,32552.0,11.0,3474.0,Low,54.92
District_13,2019,Fall,3.23,57151.0,13.8,565.0,High,11.46
District_9,2024,Fall,3.41,34762.0,17.5,848.0,High,15.86
District_11,2016,Winter,11.22,72637.0,16.9,3117.0,High,24.98
District_4,2017,Fall,13.05,26233.0,15.7,4603.0,High,57.58
District_2,2014,Summer,11.49,21942.0,10.8,3205.0,Low,65.43
District_6,2018,Winter,7.87,25303.0,10.4,1562.0,Low,37.89
District_14,2014,Winter,3.37,70739.0,16.4,1941.0,Low,23.73
District_4,2014,Fall,14.61,59074.0,9.8,3304.0,High,40.3
District_6,2023,Spring,14.84,77465.0,14.1,3187.0,High,42.93
District_19,2024,Fall,9.59,40178.0,12.4,4801.0,Low,54.19
District_6,2024,Spring,3.85,32761.0,12.7,2881.0,High,20.53
District_2,2020,Fall,9.49,53719.0,12.5,2098.0,Low,46.08
District_18,2019,Fall,13.71,52270.0,17.0,2862.0,High,36.32
District_13,2015,Spring,11.16,55461.0,8.9,4038.0,High,40.33
District_9,2024,Spring,11.64,40852.0,15.8,2932.0,Low,52.12
District_19,2015,Spring,4.02,20354.0,16.4,1967.0,Low,25.98
District_13,2024,Spring,4.28,22102.0,17.4,2024.0,High,22.58
District_11,2020,Summer,4.53,59830.0,12.5,3906.0,Low,38.55
District_1,2014,Spring,13.85,51395.0,13.0,799.0,High,36.13
District_7,2015,Fall,9.31,69261.0,17.6,1736.0,High,20.55
District_15,2021,Fall,12.5,38025.0,12.6,1189.0,Low,46.77
District_1,2019,Summer,4.38,68928.0,13.0,4751.0,Low,39.7
District_12,2015,Spring,14.13,45529.0,11.3,905.0,High,39.9
District_7,2020,Fall,12.85,25802.0,8.3,3912.0,Low,66.06
District_15,2017,Summer,5.7,78675.0,12.3,3337.0,High,20.82
District_19,2015,Fall,13.49,50716.0,14.6,3348.0,Low,52.37
District_1,2019,Summer,6.16,57769.0,14.9,3935.0,Low,49.89
District_17,2024,Summer,5.46,60248.0,8.1,2302.0,High,27.18
District_17,2022,Winter,6.17,41745.0,16.0,2303.0,High,13.75
District_3,2024,Winter,13.92,64852.0,12.9,1799.0,Low,50.74
District_12,2022,Spring,13.99,72216.0,13.2,3190.0,Low,54.29
District_6,2021,Winter,6.95,43231.0,17.6,4684.0,Low,25.71
District_11,2016,Summer,11.47,59420.0,10.8,4658.0,Low,65.86
District_3,2016,Fall,11.11,65427.0,15.6,3663.0,High,44.26
District_8,2015,Fall,12.68,31408.0,13.7,4578.0,Low,61.85
District_14,2018,Spring,6.56,39956.0,15.0,4836.0,Low,41.11
District_14,2017,Winter,9.12,26528.0,12.2,4078.0,Low,37.17
District_10,2020,Spring,11.01,56133.0,10.8,2335.0,Low,46.89
District_2,2017,Summer,3.32,68056.0,13.5,2675.0,High,16.41
District_14,2022,Winter,7.52,56650.0,11.7,4691.0,High,29.58
District_9,2015,Spring,11.35,30787.0,10.2,3515.0,Low,62.21
District_3,2024,Fall,6.03,52782.0,16.4,4193.0,Low,33.4
District_8,2019,Fall,14.49,70096.0,12.8,1023.0,Low,54.45
District_16,2020,Spring,3.36,38163.0,16.5,1373.0,High,5.56
District_2,2017,Spring,14.5,69959.0,12.7,2048.0,High,41.92
District_6,2019,Spring,5.6,67077.0,13.6,1347.0,High,8.37
District_12,2020,Summer,3.59,21304.0,18.0,4579.0,Low,42.46
District_5,2017,Summer,6.51,34367.0,17.5,1476.0,Low,43.67
District_2,2021,Fall,12.44,52577.0,10.7,3007.0,High,44.33
District_16,2022,Summer,12.03,63057.0,16.7,885.0,Low,47.39
District_5,2014,Summer,5.51,72832.0,11.9,1197.0,Low,32.01
District_15,2020,Winter,5.36,58463.0,8.7,1613.0,Low,29.53
District_12,2022,Summer,10.71,42821.0,13.8,4923.0,Low,65.42
District_4,2023,Winter,8.5,31078.0,17.8,4087.0,Low,38.0
District_15,2018,Summer,12.51,65602.0,17.7,3531.0,Low,51.62
District_11,2015,Fall,3.29,32407.0,9.3,4623.0,High,34.4
District_16,2023,Spring,10.32,61726.0,15.7,4803.0,Low,58.33
District_6,2019,Fall,11.77,30873.0,16.0,2541.0,Low,52.96
District_14,2020,Summer,14.92,25463.0,11.7,1975.0,High,51.35
District_18,2015,Spring,11.15,35066.0,14.6,1919.0,Low,57.24
District_12,2015,Spring,5.78,37096.0,12.9,661.0,Low,27.92
District_11,2023,Spring,4.3,58833.0,10.3,1758.0,Low,27.0
District_13,2023,Winter,10.69,29653.0,15.6,2098.0,High,35.0
District_11,2014,Fall,9.28,75818.0,10.6,666.0,Low,36.09
District_16,2017,Winter,13.79,53262.0,11.4,4472.0,High,47.98
District_15,2020,Spring,11.72,49456.0,9.9,4315.0,High,51.05
District_15,2022,Fall,9.12,46082.0,15.2,1632.0,Low,42.78
District_4,2016,Fall,7.84,53996.0,12.6,4112.0,Low,53.48
District_11,2024,Summer,7.85,21347.0,12.4,4083.0,Low,54.9
District_19,2020,Winter,5.72,79405.0,14.0,2008.0,Low,21.52
District_15,2020,Winter,3.21,53451.0,9.6,3637.0,Low,23.75
District_4,2020,Summer,9.9,22112.0,17.0,1804.0,Low,53.6
District_13,2015,Winter,5.55,55399.0,12.7,816.0,Low,23.39
District_19,2019,Spring,5.5,46225.0,11.7,2772.0,High,33.76
District_2,2015,Spring,4.5,21442.0,9.3,2472.0,Low,42.04
District_14,2019,Winter,5.28,75466.0,9.7,1122.0,High,21.21
District_4,2023,Summer,3.38,20634.0,17.2,2707.0,High,25.64
District_16,2016,Fall,11.09,54672.0,12.6,4772.0,Low,57.45
District_20,2015,Winter,7.82,77707.0,15.2,3791.0,Low,31.38
District_14,2019,Fall,9.74,34256.0,8.8,3825.0,Low,53.41
District_15,2015,Summer,10.64,35251.0,14.4,3909.0,Low,48.83
District_3,2018,Fall,14.67,20025.0,17.2,3851.0,High,54.13
District_8,2015,Summer,3.82,23981.0,11.0,590.0,High,18.72
District_16,2016,Summer,8.02,22693.0,13.8,4661.0,High,49.15
District_10,2016,Spring,5.95,69359.0,17.4,4236.0,High,29.56
District_4,2019,Spring,8.72,70204.0,15.2,1736.0,Low,34.99
District_18,2019,Summer,14.05,63602.0,8.6,2987.0,High,57.82
District_2,2023,Winter,11.69,41165.0,11.8,3268.0,Low,50.14
District_17,2016,Spring,10.94,69275.0,8.9,1094.0,Low,50.14
District_13,2016,Summer,8.29,52386.0,16.6,1643.0,Low,40.7
District_4,2014,Fall,11.05,38259.0,14.2,605.0,High,28.45
District_11,2020,Fall,3.39,46237.0,17.6,4388.0,Low,23.38
District_7,2021,Winter,10.03,23946.0,8.2,612.0,Low,40.4
District_12,2015,Fall,9.65,76695.0,12.2,1934.0,High,23.03
District_10,2017,Fall,7.16,57147.0,9.0,852.0,Low,38.03
District_7,2023,Summer,5.42,63874.0,11.5,4016.0,High,35.77
District_13,2020,Fall,12.69,60595.0,9.6,4662.0,Low,59.37
District_7,2021,Fall,3.65,60065.0,11.3,3033.0,Low,36.61
District_17,2014,Fall,3.84,21036.0,16.2,1128.0,Low,29.43
District_10,2017,Fall,8.29,51522.0,9.6,3012.0,Low,44.1
District_10,2019,Summer,6.03,69303.0,12.7,3967.0,Low,41.57
District_4,2016,Fall,11.95,22671.0,17.2,3733.0,Low,62.2
District_20,2018,Winter,10.61,77370.0,18.0,3838.0,Low,26.94
District_4,2023,Spring,12.27,45450.0,10.5,1756.0,Low,51.42
District_7,2022,Winter,6.9,37394.0,17.4,832.0,Low,24.76
District_1,2024,Spring,11.89,51909.0,10.6,1170.0,High,35.79
District_12,2016,Winter,13.35,68073.0,12.1,4800.0,High,38.81
District_13,2018,Spring,7.14,48485.0,16.8,3261.0,High,33.11
District_10,2021,Spring,7.08,58706.0,15.9,3776.0,Low,48.56
District_15,2019,Spring,13.8,49995.0,16.6,4546.0,High,46.39
District_13,2017,Spring,3.6,57876.0,16.0,4337.0,Low,31.45
District_9,2021,Summer,7.2,28282.0,10.4,1483.0,High,40.76
District_9,2024,Winter,4.42,22320.0,13.6,761.0,High,8.32
District_15,2016,Spring,3.35,28214.0,11.9,4663.0,Low,40.63
District_10,2016,Winter,4.35,37150.0,12.6,4918.0,High,32.14
District_10,2017,Fall,8.17,35201.0,9.5,3053.0,Low,61.69
District_8,2022,Spring,11.24,56911.0,11.2,4498.0,Low,49.67
District_16,2018,Winter,6.47,47353.0,16.6,1543.0,High,9.65
District_17,2021,Summer,13.2,22329.0,17.0,1000.0,Low,53.5
District_5,2019,Winter,8.25,22092.0,14.1,2749.0,Low,36.61
District_4,2016,Spring,14.62,25435.0,13.0,4150.0,Low,71.62
District_18,2021,Fall,14.45,41185.0,15.1,3446.0,Low,60.33
District_19,2022,Winter,12.28,20371.0,14.1,3368.0,High,45.67
District_4,2021,Fall,14.19,49639.0,17.8,579.0,High,38.13
District_7,2017,Summer,11.49,41640.0,9.9,1929.0,Low,57.78
District_10,2024,Winter,13.75,53326.0,12.5,4728.0,Low,57.3
District_18,2019,Winter,5.84,63250.0,17.2,1104.0,High,2.0
District_19,2014,Summer,7.15,35058.0,17.1,3769.0,High,35.13
District_4,2017,Summer,12.04,29425.0,13.0,3917.0,Low,63.02
District_10,2021,Summer,8.09,36683.0,9.3,3798.0,High,39.82
District_1,2014,Spring,13.05,20106.0,16.1,4952.0,High,59.03
District_18,2016,Spring,13.53,27201.0,13.9,2341.0,High,45.7
District_5,2014,Winter,6.6,65050.0,15.7,3570.0,Low,30.55
District_15,2022,Winter,12.88,33368.0,12.6,1371.0,High,40.01
District_17,2015,Winter,4.85,79658.0,10.0,2299.0,Low,19.87
District_3,2022,Fall,7.01,30070.0,8.2,2712.0,Low,49.34
District_12,2017,Summer,9.22,67326.0,13.6,1467.0,Low,35.57
District_2,2015,Winter,5.72,62303.0,9.6,4581.0,Low,38.81
District_1,2017,Summer,9.95,39328.0,9.9,3723.0,Low,57.51
District_17,2024,Spring,9.94,39844.0,12.4,1777.0,Low,44.45
District_16,2024,Summer,5.48,53813.0,12.4,1107.0,High,32.15
District_5,2023,Fall,12.55,71142.0,10.7,1795.0,High,49.43
District_15,2019,Fall,10.58,43171.0,9.3,3303.0,High,41.96
District_3,2024,Summer,6.81,23671.0,17.4,4219.0,High,34.44
District_7,2020,Fall,5.79,42465.0,9.3,2764.0,Low,45.52
District_11,2016,Fall,13.55,32439.0,11.5,961.0,Low,58.59
District_10,2016,Spring,13.03,76352.0,11.0,1622.0,High,32.99
District_9,2023,Winter,5.76,61836.0,16.7,2053.0,Low,21.5
District_14,2021,Fall,3.43,23050.0,12.1,3363.0,Low,37.99
District_13,2018,Winter,12.65,37579.0,9.2,1610.0,Low,48.38
District_2,2017,Summer,10.39,23013.0,8.1,1553.0,Low,62.38
District_3,2020,Summer,4.21,69801.0,15.2,1788.0,High,27.78
District_7,2020,Fall,10.05,74378.0,15.1,3166.0,Low,42.15
District_18,2022,Summer,8.43,26737.0,12.2,2717.0,Low,62.02
District_3,2022,Spring,12.29,46417.0,9.3,4287.0,Low,60.76
District_10,2018,Fall,5.51,75913.0,11.7,3641.0,Low,44.76
District_7,2021,Fall,8.44,28713.0,13.9,3501.0,Low,50.51
District_9,2023,Fall,4.87,37514.0,15.0,1196.0,Low,35.54
District_17,2014,Summer,14.49,38256.0,8.8,749.0,Low,68.68
District_11,2022,Summer,12.34,21803.0,13.6,2795.0,High,48.35
District_7,2021,Fall,11.84,22176.0,10.8,822.0,Low,54.81
District_14,2019,Winter,11.28,77168.0,14.2,2138.0,Low,31.29
District_19,2016,Summer,8.08,54266.0,14.5,618.0,High,28.92
District_4,2016,Summer,14.08,38399.0,17.1,1296.0,Low,50.5
District_6,2021,Fall,3.88,42720.0,12.1,997.0,High,18.16
District_10,2018,Winter,12.64,62891.0,13.4,4104.0,High,38.41
District_7,2023,Fall,5.58,41991.0,10.7,2058.0,High,23.88
District_13,2024,Summer,6.89,33666.0,10.9,855.0,High,33.87
District_14,2020,Fall,9.23,26110.0,8.5,1695.0,Low,54.81
District_4,2018,Fall,12.39,63736.0,10.9,3573.0,Low,51.38
District_8,2021,Fall,13.06,30834.0,8.6,3855.0,Low,70.4
District_5,2023,Winter,10.0,24179.0,17.6,1039.0,Low,38.49
District_1,2023,Fall,7.84,45617.0,14.2,4004.0,Low,40.76
District_4,2017,Summer,14.36,22374.0,9.7,2168.0,High,46.24
District_3,2015,Fall,5.96,77900.0,9.2,3557.0,High,35.17
District_9,2016,Winter,12.64,57638.0,11.7,3522.0,High,37.59
District_8,2021,Spring,10.34,29162.0,11.1,4071.0,Low,56.63
District_1,2024,Winter,7.52,30347.0,10.8,3637.0,Low,51.48
District_6,2020,Fall,3.02,54190.0,12.7,675.0,High,15.88
District_9,2015,Spring,8.36,41394.0,17.1,2838.0,Low,42.4
District_7,2019,Fall,6.32,66456.0,13.7,1248.0,Low,30.86
District_4,2022,Winter,4.25,52748.0,13.2,4865.0,High,20.14
District_13,2017,Spring,3.9,46000.0,16.1,1651.0,Low,25.43
District_17,2022,Spring,7.17,77779.0,8.0,2390.0,High,28.64
District_2,2015,Fall,10.38,43444.0,10.0,1385.0,Low,40.18
District_5,2015,Fall,13.05,44037.0,13.0,1106.0,Low,46.38
District_12,2022,Winter,5.2,59946.0,15.1,3204.0,Low,25.29
District_8,2020,Fall,8.1,68569.0,12.9,2719.0,Low,50.45
District_6,2020,Spring,7.7,57573.0,9.6,2186.0,Low,34.6
District_8,2014,Summer,9.16,61917.0,17.3,884.0,High,26.37
District_18,2024,Summer,12.72,42376.0,11.3,3812.0,High,52.93
District_3,2019,Winter,9.64,48770.0,15.9,526.0,Low,32.94
District_12,2020,Fall,13.16,31822.0,16.9,2559.0,High,44.36
District_3,2024,Winter,9.22,60815.0,11.5,3347.0,High,26.29
District_6,2019,Summer,10.25,33287.0,16.5,2438.0,High,47.25
District_2,2019,Summer,8.25,20075.0,15.1,1068.0,High,30.74
District_12,2015,Fall,12.88,76026.0,17.0,4002.0,High,38.22
District_2,2019,Spring,14.09,38361.0,10.5,1958.0,Low,53.26
District_6,2017,Fall,10.67,31798.0,17.3,1106.0,High,37.87
District_17,2022,Summer,12.85,36089.0,8.7,2976.0,Low,66.74
District_3,2014,Spring,3.71,39827.0,15.9,586.0,Low,19.56
District_2,2021,Winter,13.87,48473.0,12.4,1958.0,Low,50.16
District_20,2018,Summer,5.27,24161.0,9.8,3878.0,Low,59.29
District_8,2014,Winter,6.08,23160.0,8.8,4607.0,Low,32.46
District_12,2017,Spring,3.64,37575.0,11.9,3163.0,High,28.14
District_4,2014,Winter,14.58,37746.0,11.9,1479.0,Low,59.01
District_5,2019,Summer,13.22,27059.0,10.3,1490.0,High,60.95
District_13,2015,Fall,13.96,44287.0,10.2,3217.0,Low,61.5
District_15,2018,Winter,13.17,37042.0,12.0,2330.0,High,39.84
District_16,2020,Summer,8.75,21563.0,12.1,1298.0,High,41.48
District_10,2015,Summer,14.09,73143.0,12.4,4043.0,High,52.67
District_16,2019,Spring,14.63,73161.0,16.7,1401.0,Low,51.75
District_12,2019,Summer,9.03,32551.0,14.1,1947.0,High,31.39
District_17,2018,Fall,5.11,29772.0,8.2,776.0,Low,40.31
District_16,2018,Fall,10.9,52838.0,13.2,3656.0,Low,51.73
District_12,2016,Winter,14.71,57845.0,15.6,1739.0,High,39.73
District_8,2023,Winter,13.47,77453.0,8.6,1548.0,Low,50.68
District_20,2023,Winter,13.34,42641.0,12.2,1865.0,High,37.88
District_3,2024,Winter,14.21,57092.0,12.5,4434.0,Low,51.63
District_16,2015,Fall,13.73,72691.0,17.5,2831.0,Low,54.56
District_13,2020,Spring,12.32,46997.0,12.8,1210.0,Low,42.24
District_19,2014,Winter,11.62,27341.0,15.5,3985.0,Low,43.14
District_8,2019,Spring,6.18,42647.0,11.0,1438.0,Low,35.95
District_5,2019,Summer,10.46,28194.0,15.8,2356.0,High,40.59
District_20,2016,Summer,9.26,20998.0,11.2,3056.0,Low,56.86
District_8,2015,Winter,13.34,65093.0,12.3,3130.0,High,36.16
District_12,2015,Summer,8.9,34305.0,12.8,811.0,High,36.61
District_1,2022,Spring,4.53,20120.0,17.3,4266.0,Low,45.28
District_20,2024,Spring,3.06,72346.0,8.5,2657.0,High,14.46
District_6,2018,Summer,11.13,46627.0,10.0,4952.0,Low,63.4
District_18,2020,Winter,9.6,34332.0,15.1,3728.0,Low,46.1
District_8,2018,Spring,6.97,35767.0,13.8,4967.0,Low,47.37
District_7,2020,Spring,5.03,34432.0,10.5,2541.0,Low,33.66
District_1,2017,Fall,8.6,31673.0,10.9,1134.0,Low,43.82
District_16,2021,Winter,4.2,70474.0,11.7,3773.0,High,9.05
District_12,2024,Fall,7.03,30220.0,12.5,4000.0,Low,52.71
District_6,2023,Summer,7.55,53711.0,16.2,4338.0,High,38.24
District_20,2024,Summer,8.59,24639.0,8.1,1857.0,High,56.21
District_2,2023,Fall,8.6,76971.0,17.0,2798.0,High,20.77
District_14,2020,Winter,6.08,56199.0,12.1,4359.0,Low,31.4
District_4,2023,Spring,13.2,74189.0,10.3,4391.0,High,49.6
District_1,2018,Summer,7.27,43873.0,13.1,616.0,Low,46.93
District_18,2024,Winter,5.76,68640.0,14.6,3519.0,Low,24.63
District_13,2019,Winter,5.11,71219.0,8.4,3208.0,High,16.75
District_2,2018,Summer,6.87,62177.0,15.2,875.0,Low,35.7
District_9,2020,Summer,3.81,25577.0,15.6,4686.0,Low,40.78
District_2,2015,Winter,3.39,20965.0,9.7,2504.0,Low,32.57
District_9,2018,Spring,10.26,30114.0,9.7,3534.0,High,46.44
District_1,2023,Fall,10.43,27086.0,10.0,4473.0,Low,63.88
District_11,2016,Summer,9.36,63508.0,16.0,1086.0,Low,45.62
District_3,2022,Fall,12.15,53420.0,10.7,4351.0,Low,61.52
District_20,2019,Winter,3.47,51557.0,16.0,3759.0,Low,29.03
District_4,2023,Fall,14.23,35172.0,13.4,4278.0,Low,63.04
District_18,2016,Spring,4.14,29276.0,15.7,2727.0,High,15.25
District_6,2020,Winter,11.09,32393.0,13.5,651.0,High,22.89
District_3,2017,Spring,4.6,44017.0,11.4,3517.0,High,27.67
District_11,2016,Winter,13.56,64409.0,17.1,2185.0,Low,42.77
District_15,2021,Spring,9.13,35271.0,15.2,2311.0,Low,46.23
District_5,2017,Winter,3.99,61917.0,12.8,2486.0,High,9.06
District_20,2024,Spring,10.4,49491.0,14.4,2718.0,Low,50.69
District_10,2014,Winter,3.11,73126.0,14.2,3479.0,High,2.0
District_12,2019,Spring,12.31,33975.0,11.6,3770.0,Low,56.68
District_15,2023,Winter,10.81,47051.0,12.2,3996.0,Low,49.18
District_17,2024,Spring,5.55,25800.0,11.2,3522.0,Low,47.96
District_10,2024,Summer,7.5,40109.0,18.0,4116.0,High,40.86
District_6,2014,Fall,3.09,50413.0,13.8,1050.0,Low,29.17
District_18,2018,Winter,11.32,63964.0,8.9,4266.0,Low,50.46
District_13,2020,Spring,6.87,31885.0,13.2,2243.0,Low,39.33
District_3,2019,Summer,9.86,33086.0,8.5,2879.0,High,40.43
District_10,2015,Winter,14.48,57895.0,10.9,2452.0,Low,49.78
District_14,2024,Winter,6.59,42947.0,12.5,2641.0,Low,26.77
District_6,2017,Winter,14.88,48926.0,13.3,1784.0,High,41.96
District_3,2024,Fall,10.59,70168.0,17.8,1265.0,High,20.15
District_16,2015,Spring,5.91,49945.0,17.8,972.0,Low,25.59
District_7,2024,Spring,8.24,59150.0,9.0,2531.0,Low,38.39
District_20,2014,Winter,11.89,59407.0,13.4,1064.0,Low,37.55
District_14,2016,Winter,8.36,68217.0,16.2,1602.0,High,15.64
District_9,2016,Winter,3.82,58288.0,10.4,1101.0,Low,11.97
District_15,2020,Summer,5.02,23889.0,15.5,991.0,High,28.16
District_3,2014,Winter,12.5,40530.0,16.8,4471.0,Low,47.36
District_2,2022,Fall,10.78,79359.0,14.6,3533.0,High,36.16
District_2,2024,Spring,9.84,31791.0,11.3,4657.0,High,44.44
District_3,2019,Fall,5.01,55204.0,17.2,3398.0,High,18.63
District_18,2017,Winter,13.05,70576.0,16.8,4298.0,Low,48.89
District_14,2016,Summer,14.53,55194.0,15.2,2999.0,High,57.04
District_20,2016,Winter,3.49,42336.0,11.6,2582.0,Low,30.33
District_18,2015,Winter,3.94,24814.0,15.9,2878.0,Low,19.0
District_10,2015,Winter,13.62,41700.0,11.2,1941.0,Low,56.39
District_2,2023,Winter,12.79,30924.0,10.5,3461.0,High,47.0
District_1,2018,Winter,10.42,77652.0,13.2,4537.0,High,38.1
District_4,2022,Spring,14.34,62902.0,18.0,4021.0,High,50.67
District_14,2015,Fall,10.76,64963.0,16.0,2579.0,Low,45.59
District_1,2015,Summer,5.59,46158.0,15.3,4793.0,Low,42.16
District_14,2019,Winter,11.74,26598.0,12.5,4934.0,High,40.86
District_16,2023,Summer,10.75,36003.0,11.1,2719.0,Low,55.11
District_14,2015,Spring,14.83,35583.0,16.6,4391.0,High,51.44
District_20,2017,Fall,5.57,49207.0,13.7,521.0,Low,24.48
District_3,2019,Winter,10.17,47659.0,16.1,800.0,Low,22.98
District_3,2018,Spring,12.36,46004.0,12.9,601.0,High,28.51
District_9,2014,Spring,7.07,49759.0,15.5,3979.0,Low,40.43
District_6,2019,Fall,7.56,79221.0,16.7,859.0,Low,26.56
District_13,2014,Winter,13.65,37901.0,11.9,577.0,Low,47.82
District_2,2016,Fall,7.85,56916.0,8.1,1163.0,Low,40.54
District_8,2023,Fall,10.5,34370.0,10.5,1878.0,Low,56.93
District_2,2018,Summer,13.67,47996.0,17.1,2591.0,High,44.66
District_4,2023,Summer,5.52,32003.0,14.9,794.0,Low,38.15
District_15,2018,Fall,14.78,53492.0,15.4,2745.0,Low,59.56
District_4,2023,Summer,11.42,35901.0,11.3,1616.0,Low,57.04
District_13,2019,Spring,8.95,22207.0,15.0,1735.0,Low,48.31
District_12,2023,Fall,8.17,68916.0,14.5,4199.0,High,35.85
District_13,2021,Winter,14.45,27695.0,9.8,4941.0,Low,68.04
District_14,2018,Winter,5.47,42082.0,17.7,2587.0,Low,21.23
